Date;Time;CO(GT);PT08.S1(CO);NMHC(GT);C6H6(GT);PT08.S2(NMHC);NOx(GT);PT08.S3(NOx);NO2(GT);PT08.S4(NO2);PT08.S5(O3);T;RH;AH
30/05/2004;14.00.00;3.6;946;166;8.5;383;334;1652;75;631;380;8.7;38.3;1.079
30/05/2004;15.00.00;2.5;762;347;7.8;383;185;1892;81;708;228;27.6;75.0;0.207
30/05/2004;16.00.00;2.1;647;336;8.1;383;171;1863;100;864;291;26.3;41.2;1.771
30/05/2004;17.00.00;2.5;708;305;11.6;383;2;1962;63;563;228;22.9;65.7;1.031
30/05/2004;18.00.00;2.9;742;163;7.3;383;301;1922;114;947;369;26.2;49.6;0.933
30/05/2004;19.00.00;3.1;885;190;8.7;383;290;1742;105;851;390;14.6;21.2;0.447
30/05/2004;20.00.00;2.9;875;247;9.2;383;86;1944;145;1135;228;14.5;46.9;0.742
30/05/2004;21.00.00;2.3;648;283;5.3;383;318;1752;105;888;403;21.2;60.5;1.982
30/05/2004;22.00.00;1.9;652;169;8.0;383;315;1873;25;551;502;24.2;43.9;0.925
30/05/2004;23.00.00;1.9;647;234;6.1;383;18;1864;98;712;228;20.9;33.2;0.75
31/05/2004;00.00.00;1.9;647;243;6.3;383;196;2022;58;565;278;20.3;59.3;0.78
31/05/2004;01.00.00;3.7;1057;340;13.2;383;461;1752;84;754;523;20.8;44.5;0.18
31/05/2004;02.00.00;3.0;888;289;9.4;383;149;1912;67;557;290;25.8;47.6;0.975
31/05/2004;03.00.00;0.1;647;74;0.1;383;248;1850;213;1800;327;26.7;26.7;1.151
31/05/2004;04.00.00;3.1;822;197;9.7;383;270;1765;96;831;315;16.1;73.8;0.635
31/05/2004;05.00.00;2.4;706;129;6.0;383;241;1818;147;1144;405;23.0;75.8;1.106
31/05/2004;06.00.00;2.1;647;271;7.0;383;351;1752;98;641;407;1.1;41.7;1.107
31/05/2004;07.00.00;1.6;647;305;7.1;383;389;1616;102;668;500;4.7;36.9;0.18
31/05/2004;08.00.00;3.7;1130;227;9.6;383;439;1769;90;822;477;15.2;88.7;1.092
31/05/2004;09.00.00;3.5;859;192;8.1;383;198;1859;79;634;248;12.9;53.5;1.208
31/05/2004;10.00.00;1.1;647;224;3.5;383;326;1750;80;615;556;32.0;35.2;0.617
31/05/2004;11.00.00;2.7;779;237;7.2;383;374;1631;130;995;518;15.6;53.4;1.298
31/05/2004;12.00.00;0.8;647;157;2.6;383;227;1911;110;886;307;21.0;49.5;0.532
31/05/2004;13.00.00;0.2;647;102;1.3;383;135;1887;176;1487;228;19.7;69.1;1.061
31/05/2004;14.00.00;1.3;647;23;0.1;383;267;1743;102;754;510;6.8;88.3;1.059
31/05/2004;15.00.00;3.4;933;338;12.1;398;153;1790;99;805;228;20.3;48.4;1.399
31/05/2004;16.00.00;3.5;934;265;8.8;383;138;1876;114;1132;228;18.3;61.0;1.225
31/05/2004;17.00.00;2.9;764;252;9.1;383;279;1682;142;1281;372;30.5;41.4;0.891
31/05/2004;18.00.00;3.2;888;338;8.8;383;217;1853;118;770;311;13.6;27.6;2.068
31/05/2004;19.00.00;2.9;813;98;8.1;383;272;1843;177;1275;270;23.0;50.1;1.578
31/05/2004;20.00.00;1.3;647;53;7.4;383;8;1961;236;2038;228;22.6;17.3;0.614
31/05/2004;21.00.00;2.8;749;254;9.5;383;219;1843;152;1290;228;11.2;88.7;0.893
31/05/2004;22.00.00;3.3;1023;245;12.3;383;2;2096;131;1052;228;-0.8;66.8;0.944
31/05/2004;23.00.00;3.2;1008;53;10.6;383;86;1917;16;551;228;18.3;54.4;0.4
01/06/2004;00.00.00;3.8;1088;252;13.4;383;232;1805;179;1410;237;28.0;18.8;0.631
01/06/2004;01.00.00;3.1;772;179;10.9;383;431;1655;171;1322;563;20.5;50.8;1.263
01/06/2004;02.00.00;2.6;782;141;9.0;383;328;1702;186;1551;380;25.3;24.9;1.029
01/06/2004;03.00.00;3.6;1145;186;13.9;389;259;1764;151;1202;433;12.9;62.2;0.514
01/06/2004;04.00.00;2.1;701;7;7.1;383;188;1787;67;608;326;24.2;69.6;0.928
01/06/2004;05.00.00;0.9;647;161;7.5;383;207;1868;66;551;288;3.6;49.8;0.581
01/06/2004;06.00.00;1.9;651;151;8.1;383;445;1637;60;551;477;22.6;21.2;0.78
01/06/2004;07.00.00;1.1;647;270;1.3;383;76;1986;116;959;228;4.7;22.9;2.143
01/06/2004;08.00.00;1.2;647;202;3.5;383;134;1973;79;551;228;22.8;21.1;1.098
01/06/2004;09.00.00;1.9;647;278;7.0;383;409;1588;154;1351;423;13.5;35.4;1.315
01/06/2004;10.00.00;1.0;647;7;3.4;383;193;1778;85;571;228;24.8;28.7;1.398
01/06/2004;11.00.00;1.7;647;138;6.9;383;542;1621;97;885;721;17.7;38.6;1.084
01/06/2004;12.00.00;0.1;647;270;1.9;383;351;1698;125;1041;455;26.8;74.0;1.071
01/06/2004;13.00.00;2.4;647;188;5.1;383;422;1668;90;771;485;21.5;38.4;1.258
01/06/2004;14.00.00;2.2;647;298;9.4;383;2;2005;69;551;228;18.7;37.6;1.034
01/06/2004;15.00.00;1.0;647;46;2.2;383;408;1597;25;551;550;27.5;51.0;1.099
01/06/2004;16.00.00;3.1;912;287;8.6;383;116;1947;157;1261;228;21.6;60.0;0.96
01/06/2004;17.00.00;3.5;933;157;9.9;383;355;1735;68;551;481;31.9;67.8;0.806
01/06/2004;18.00.00;0.1;647;148;1.9;383;190;1767;94;802;269;17.7;80.7;0.331
01/06/2004;19.00.00;1.1;647;312;2.9;383;280;1762;95;732;421;16.3;37.1;0.627
01/06/2004;20.00.00;1.1;647;328;2.1;383;76;1929;14;551;228;10.8;45.8;0.866
01/06/2004;21.00.00;0.8;647;316;1.8;383;2;2058;126;1165;228;13.5;14.9;0.914
01/06/2004;22.00.00;3.3;783;411;7.0;383;269;1878;180;1464;322;16.1;28.7;1.481
01/06/2004;23.00.00;1.9;647;338;4.3;383;201;1838;159;1298;228;12.5;44.3;1.104
02/06/2004;00.00.00;1.8;647;142;3.2;383;109;1778;94;704;228;23.1;36.3;1.136
02/06/2004;01.00.00;0.1;647;231;0.1;383;2;2056;163;1335;228;8.0;34.7;0.413
02/06/2004;02.00.00;3.0;716;183;11.1;383;2;2174;29;551;228;11.1;32.4;0.918
02/06/2004;03.00.00;0.4;647;410;2.4;383;326;1796;152;1107;329;0.9;63.4;0.604
02/06/2004;04.00.00;2.2;703;322;9.7;383;206;1812;77;671;304;12.5;24.5;1.703
02/06/2004;05.00.00;2.5;757;200;10.2;383;153;1909;159;1191;255;27.7;74.4;0.624
02/06/2004;06.00.00;4.1;1139;301;11.9;383;278;1841;114;814;357;13.9;30.2;1.174
02/06/2004;07.00.00;0.3;647;100;1.1;383;401;1688;55;551;461;11.3;75.1;2.089
02/06/2004;08.00.00;0.1;647;241;0.3;383;287;1875;124;1166;336;12.0;25.4;1.181
02/06/2004;09.00.00;2.4;647;128;3.4;383;178;1766;113;967;326;20.8;27.1;0.18
02/06/2004;10.00.00;4.7;1194;57;12.5;383;572;1509;124;994;755;28.2;52.4;1.421
02/06/2004;11.00.00;3.9;1071;292;12.1;383;148;1917;74;732;228;25.0;48.4;0.963
02/06/2004;12.00.00;2.4;671;304;7.5;383;30;2031;56;551;228;7.4;62.5;0.389
02/06/2004;13.00.00;1.5;647;261;5.7;383;261;1747;142;1057;271;29.2;32.7;1.049
02/06/2004;14.00.00;3.3;978;200;11.4;383;206;1798;109;804;370;26.1;42.6;1.266
02/06/2004;15.00.00;0.8;647;97;0.1;383;390;1633;140;1274;519;21.8;48.3;0.489
02/06/2004;16.00.00;2.8;766;107;10.1;383;165;1808;139;1186;228;8.9;58.1;1.182
02/06/2004;17.00.00;2.9;689;125;9.5;383;220;1864;146;1110;320;10.8;56.7;1.15
02/06/2004;18.00.00;3.6;1050;195;12.9;383;113;1906;190;1470;366;11.9;62.4;1.529
02/06/2004;19.00.00;6.0;1725;320;21.4;635;369;1808;122;1003;509;13.7;70.7;1.013
02/06/2004;20.00.00;2.7;647;318;8.4;383;267;1698;65;551;252;19.5;46.9;1.182
02/06/2004;21.00.00;1.4;647;61;7.1;383;203;1824;75;592;364;-1.9;74.1;0.372
02/06/2004;22.00.00;2.1;647;152;5.0;383;223;1880;99;713;294;7.7;46.4;1.169
02/06/2004;23.00.00;0.1;647;149;0.1;383;242;1833;123;979;237;16.2;51.2;1.131
03/06/2004;00.00.00;1.2;647;7;4.6;383;26;1891;179;1498;228;25.9;55.1;0.868
03/06/2004;01.00.00;1.6;647;271;4.3;383;423;1753;106;989;489;15.5;50.0;1.222
03/06/2004;02.00.00;1.4;647;194;5.1;383;414;1675;193;1423;441;19.5;61.5;1.413
03/06/2004;03.00.00;2.4;648;207;11.5;383;252;1951;197;1630;228;26.8;55.0;0.758
03/06/2004;04.00.00;1.0;647;345;4.0;383;235;1800;133;1123;234;11.6;23.8;0.856
03/06/2004;05.00.00;3.7;990;226;12.3;388;93;2017;143;1127;228;9.9;20.6;1.9
03/06/2004;06.00.00;2.2;647;177;5.1;383;510;1563;90;680;675;9.2;54.6;0.297
03/06/2004;07.00.00;2.1;647;272;3.4;383;473;1602;193;1501;465;15.8;34.2;1.47
03/06/2004;08.00.00;1.7;647;318;5.3;383;306;1794;82;551;257;12.8;57.0;1.991
03/06/2004;09.00.00;2.4;647;246;9.7;383;371;1566;170;1427;454;31.3;21.0;0.383
03/06/2004;10.00.00;3.3;1047;283;9.9;383;434;1491;63;551;494;19.9;47.5;1.626
03/06/2004;11.00.00;0.9;647;204;3.8;383;403;1623;143;1016;452;23.4;36.6;1.326
03/06/2004;12.00.00;1.2;647;210;6.8;383;115;1804;166;1357;228;11.2;57.3;1.401
03/06/2004;13.00.00;1.7;647;228;8.3;383;198;1660;156;1277;228;17.6;29.2;1.1
03/06/2004;14.00.00;0.3;647;146;1.7;383;317;1805;90;792;291;15.5;58.1;0.753
03/06/2004;15.00.00;1.0;647;164;3.5;383;277;1715;100;945;228;19.5;67.1;0.654
03/06/2004;16.00.00;1.5;647;348;1.7;383;361;1683;186;1497;460;21.1;56.7;0.883
03/06/2004;17.00.00;3.4;947;408;9.5;383;344;1735;88;685;452;15.2;54.2;1.46
03/06/2004;18.00.00;2.5;653;369;7.5;383;283;1813;90;691;473;16.3;65.3;1.63
03/06/2004;19.00.00;2.4;675;92;6.0;383;2;2021;185;1458;228;27.0;63.1;1.673
03/06/2004;20.00.00;3.3;894;83;11.2;383;425;1675;109;820;507;10.7;17.4;0.892
03/06/2004;21.00.00;2.0;647;104;10.1;383;374;1738;110;848;487;23.8;67.3;0.597
03/06/2004;22.00.00;2.7;822;230;11.7;383;562;1509;201;1552;645;20.3;75.1;0.988
03/06/2004;23.00.00;2.0;647;7;6.9;383;172;1804;82;573;228;24.0;58.9;1.757
04/06/2004;00.00.00;2.5;754;162;9.6;383;2;1813;77;762;228;15.5;25.6;0.993
04/06/2004;01.00.00;1.3;647;351;2.8;383;218;1876;121;1083;287;26.3;28.0;0.815
04/06/2004;02.00.00;0.1;647;311;3.2;383;315;1692;114;767;276;12.9;11.0;1.635
04/06/2004;03.00.00;2.0;647;169;3.2;383;178;2015;75;630;228;22.0;66.8;0.484
04/06/2004;04.00.00;4.1;1130;176;15.1;467;455;1694;151;1208;480;22.0;71.1;0.779
04/06/2004;05.00.00;3.4;699;271;12.0;383;144;1960;113;921;247;19.3;56.6;0.529
04/06/2004;06.00.00;3.5;933;306;9.7;383;230;1872;116;812;242;26.2;62.4;1.58
04/06/2004;07.00.00;3.9;1080;167;12.0;383;208;1875;112;754;386;26.8;43.7;1.216
04/06/2004;08.00.00;2.3;681;195;5.0;383;670;1501;62;551;898;23.5;58.0;1.395
04/06/2004;09.00.00;2.4;657;164;5.6;383;107;1959;73;560;228;32.2;48.4;0.607
04/06/2004;10.00.00;1.3;647;91;0.9;383;335;1745;37;551;349;14.8;53.5;1.533
04/06/2004;11.00.00;1.7;647;197;7.0;383;62;1900;167;1324;228;15.9;52.9;0.18
04/06/2004;12.00.00;3.0;838;189;12.0;383;298;1666;113;952;362;20.3;60.5;0.487
04/06/2004;13.00.00;3.8;939;98;7.9;383;99;1953;160;1356;228;16.6;33.5;1.065
04/06/2004;14.00.00;2.0;647;279;9.9;383;414;1771;91;652;501;15.1;28.1;1.363
04/06/2004;15.00.00;1.5;647;263;4.8;383;384;1682;168;1273;451;6.3;73.4;0.728
04/06/2004;16.00.00;2.2;704;284;7.5;383;287;1782;35;551;425;24.2;67.2;0.211
04/06/2004;17.00.00;3.0;867;145;6.6;383;33;1868;159;1375;228;17.1;59.9;0.641
04/06/2004;18.00.00;0.1;647;29;3.1;383;237;1773;109;856;322;17.5;50.2;0.551
04/06/2004;19.00.00;0.1;647;262;0.7;383;199;1742;46;551;276;9.9;31.9;2.118
04/06/2004;20.00.00;1.4;647;154;6.7;383;373;1608;2;551;547;14.9;56.8;1.276
04/06/2004;21.00.00;0.4;647;133;3.9;383;107;1921;137;921;228;19.9;33.5;0.592
04/06/2004;22.00.00;1.4;647;98;7.3;383;422;1657;160;1469;519;8.4;66.6;0.369
04/06/2004;23.00.00;1.9;647;191;4.9;383;394;1747;115;949;502;16.7;27.6;0.672
05/06/2004;00.00.00;1.5;647;367;4.4;383;35;2032;141;1054;228;14.5;49.0;1.065
05/06/2004;01.00.00;4.2;1140;169;12.2;383;212;1760;134;904;242;17.2;60.0;0.807
05/06/2004;02.00.00;2.6;796;114;10.1;383;238;1654;115;1040;228;16.6;56.1;1.862
05/06/2004;03.00.00;2.6;796;279;8.9;383;399;1604;159;1196;534;7.2;65.3;0.702
05/06/2004;04.00.00;3.0;712;234;11.8;383;140;1830;42;551;294;24.8;33.1;1.248
05/06/2004;05.00.00;0.6;647;16;4.0;383;277;1821;117;884;228;-1.7;59.2;0.718
05/06/2004;06.00.00;3.6;940;280;8.1;383;414;1717;145;1177;576;19.7;43.6;1.334
05/06/2004;07.00.00;2.0;647;420;9.2;383;284;1768;91;783;337;26.3;51.5;0.824
05/06/2004;08.00.00;3.1;782;7;11.8;383;2;2057;125;978;228;17.3;17.3;1.417
05/06/2004;09.00.00;0.6;647;100;1.3;383;170;2068;56;551;228;7.0;66.9;1.172
05/06/2004;10.00.00;0.1;647;7;1.0;383;384;1683;116;1116;538;24.3;32.0;1.725
05/06/2004;11.00.00;3.3;1075;210;10.3;383;365;1689;78;587;429;5.1;54.4;1.085
05/06/2004;12.00.00;2.7;815;312;9.8;383;2;1931;88;706;228;15.3;71.9;1.225
05/06/2004;13.00.00;0.9;647;228;2.1;383;276;1804;140;1003;409;27.1;86.6;0.493
05/06/2004;14.00.00;0.9;647;350;3.9;383;390;1778;28;551;665;17.1;62.1;0.396
05/06/2004;15.00.00;3.7;1090;296;12.1;383;328;1697;60;572;351;18.2;58.5;1.275
05/06/2004;16.00.00;0.5;647;379;0.7;383;345;1691;147;1113;424;27.9;63.7;0.948
05/06/2004;17.00.00;4.4;1199;328;14.6;383;561;1509;105;696;615;5.8;40.7;1.307
05/06/2004;18.00.00;0.9;647;179;8.3;383;239;1716;77;591;268;18.4;49.1;0.798
05/06/2004;19.00.00;3.0;1115;224;8.4;383;292;1776;134;1228;310;18.0;63.7;1.101
05/06/2004;20.00.00;1.7;647;135;4.9;383;102;1931;59;551;228;11.8;45.4;0.697
05/06/2004;21.00.00;3.0;812;196;8.2;383;148;1877;58;669;228;13.0;17.0;1.188
05/06/2004;22.00.00;1.4;647;223;3.3;383;195;1990;103;779;250;26.0;70.1;0.628
05/06/2004;23.00.00;1.9;647;209;7.8;383;376;1731;106;704;379;3.1;61.1;1.047
06/06/2004;00.00.00;2.2;647;345;8.5;383;131;1805;77;577;228;16.5;29.4;0.767
06/06/2004;01.00.00;0.7;647;186;2.4;383;434;1702;100;653;591;12.4;29.2;1.51
06/06/2004;02.00.00;3.2;882;129;12.3;383;78;1909;176;1358;228;19.5;54.5;0.715
06/06/2004;03.00.00;1.4;647;135;6.2;383;343;1698;111;920;592;13.8;88.7;0.766
06/06/2004;04.00.00;1.8;647;280;5.5;383;330;1721;57;551;389;19.4;50.0;0.888
06/06/2004;05.00.00;0.8;647;84;0.1;383;285;1748;114;1001;345;17.5;39.3;1.367
06/06/2004;06.00.00;0.1;647;198;2.0;383;396;1704;11;551;457;18.3;18.3;0.984
06/06/2004;07.00.00;1.9;647;344;6.4;383;132;2063;190;1403;228;17.1;55.1;0.931
06/06/2004;08.00.00;5.5;1556;245;17.7;459;174;1830;56;551;228;18.8;60.5;0.86
06/06/2004;09.00.00;3.2;807;210;9.5;383;98;1928;122;971;229;19.7;43.1;1.094
06/06/2004;10.00.00;2.1;647;214;8.3;383;247;1820;120;964;403;18.5;46.2;0.76
06/06/2004;11.00.00;1.8;647;120;6.4;383;227;1776;75;551;228;16.5;43.9;0.681
06/06/2004;12.00.00;2.2;647;136;6.5;383;377;1666;175;1424;492;26.1;32.0;0.923
06/06/2004;13.00.00;2.9;786;199;6.9;383;305;1835;211;1805;472;10.6;32.6;0.766
06/06/2004;14.00.00;0.5;647;243;3.7;383;351;1677;77;551;315;35.3;9.2;0.81
06/06/2004;15.00.00;3.7;991;308;13.1;383;215;1756;147;1024;258;11.0;30.7;0.18
06/06/2004;16.00.00;3.2;880;226;10.6;383;308;1896;65;551;327;14.1;55.7;1.525
06/06/2004;17.00.00;3.2;692;346;4.8;383;523;1484;176;1409;641;3.4;33.0;1.007
06/06/2004;18.00.00;2.8;685;370;8.8;383;40;2038;173;1261;228;15.6;56.1;0.995
06/06/2004;19.00.00;2.2;647;293;6.5;383;2;1982;161;1317;228;25.0;19.8;0.674
06/06/2004;20.00.00;3.1;962;334;8.7;383;343;1628;33;551;459;10.3;55.3;0.816
06/06/2004;21.00.00;3.0;768;123;11.0;383;116;1876;86;725;228;28.9;38.6;0.547
06/06/2004;22.00.00;1.7;647;108;6.7;383;34;1954;87;908;228;16.6;37.8;0.648
06/06/2004;23.00.00;1.3;647;267;5.2;383;327;1607;84;551;390;6.7;71.2;0.901
07/06/2004;00.00.00;2.3;745;90;9.4;383;92;1960;176;1277;283;11.3;9.2;1.051
07/06/2004;01.00.00;4.3;1310;190;11.8;383;481;1640;26;551;625;21.8;58.4;1.196
07/06/2004;02.00.00;0.4;647;291;0.4;383;269;1756;131;1096;297;13.7;62.4;1.319
07/06/2004;03.00.00;0.1;647;352;0.5;383;215;1865;148;1281;408;30.9;43.6;1.479
07/06/2004;04.00.00;2.4;647;193;6.4;383;120;1920;79;551;228;12.4;24.9;1.254
07/06/2004;05.00.00;2.2;647;156;8.6;383;278;1880;137;989;356;17.1;50.2;0.97
07/06/2004;06.00.00;2.4;647;248;6.6;383;2;1911;134;1151;228;12.9;41.1;1.173
07/06/2004;07.00.00;2.5;741;116;10.6;383;2;1974;99;786;228;25.3;66.6;0.936
07/06/2004;08.00.00;1.8;647;201;4.0;383;8;2073;165;1426;228;6.0;63.8;0.621
07/06/2004;09.00.00;4.2;1233;217;17.8;383;419;1707;86;662;489;1.5;49.0;1.821
07/06/2004;10.00.00;0.1;647;215;4.4;383;104;1732;165;1305;228;13.7;30.8;1.377
07/06/2004;11.00.00;1.0;647;226;3.0;383;26;1845;119;1137;228;16.3;46.9;1.201
07/06/2004;12.00.00;2.0;647;138;8.7;383;232;1814;98;701;287;4.4;51.5;1.074
07/06/2004;13.00.00;0.1;647;148;0.1;383;586;1662;102;877;586;21.4;46.7;1.272
07/06/2004;14.00.00;1.9;647;147;8.1;383;413;1635;46;551;553;23.7;44.9;1.121
07/06/2004;15.00.00;4.5;1348;64;14.0;383;123;1953;95;695;305;15.2;38.7;1.048
07/06/2004;16.00.00;2.2;695;250;4.4;383;120;1909;59;551;228;12.5;27.5;1.424
07/06/2004;17.00.00;2.5;773;302;0.8;383;124;1946;125;892;228;29.7;45.0;1.016
07/06/2004;18.00.00;0.4;647;293;0.7;383;106;2000;156;1319;228;9.1;51.3;1.498
07/06/2004;19.00.00;1.3;647;193;4.7;383;329;1812;134;1061;444;22.2;50.3;1.058
07/06/2004;20.00.00;1.6;647;140;7.9;383;194;1917;78;552;228;14.2;48.2;0.417
07/06/2004;21.00.00;1.7;647;288;5.5;383;75;1890;100;793;228;19.5;16.6;1.192
07/06/2004;22.00.00;3.9;1227;278;14.6;383;41;1954;126;963;228;24.3;35.5;0.763
07/06/2004;23.00.00;2.9;795;238;8.5;383;598;1563;128;973;696;20.6;69.3;0.601
08/06/2004;00.00.00;0.6;647;383;1.2;383;359;1751;191;1493;529;3.5;60.9;0.742
08/06/2004;01.00.00;2.5;766;215;10.1;383;115;1955;142;1031;228;25.3;46.3;0.387
08/06/2004;02.00.00;2.8;774;193;4.2;383;431;1513;120;819;491;2.7;50.2;1.309
08/06/2004;03.00.00;3.7;1154;180;12.0;383;69;2040;118;773;228;23.3;30.0;1.168
08/06/2004;04.00.00;4.4;988;69;13.2;383;225;1683;96;810;325;21.6;30.8;1.095
08/06/2004;05.00.00;0.7;647;280;5.1;383;208;1773;113;938;334;15.7;37.2;0.524
08/06/2004;06.00.00;1.0;647;207;2.2;383;273;1796;147;1115;271;21.7;43.6;1.202
08/06/2004;07.00.00;0.4;647;266;2.3;383;101;1916;79;622;228;9.1;39.8;1.814
08/06/2004;08.00.00;1.8;647;392;7.7;383;265;1900;132;1172;246;7.3;51.3;1.075
08/06/2004;09.00.00;2.8;808;180;6.0;383;2;1904;107;812;228;22.4;49.9;0.768
08/06/2004;10.00.00;3.5;1020;7;11.0;383;188;1820;195;1542;228;15.3;52.6;0.547
08/06/2004;11.00.00;2.0;647;263;5.7;383;450;1482;127;1172;537;29.9;16.2;0.7
08/06/2004;12.00.00;1.7;647;233;7.3;383;402;1688;128;1060;610;15.1;88.7;1.7
08/06/2004;13.00.00;2.4;647;148;8.9;383;139;1871;71;647;268;9.8;53.9;0.818
08/06/2004;14.00.00;1.0;647;255;2.7;383;12;1890;183;1523;228;39.1;42.9;0.35
08/06/2004;15.00.00;5.1;1370;292;14.1;383;2;2103;137;1139;228;6.6;42.1;1.127
08/06/2004;16.00.00;0.1;647;128;2.4;383;340;1814;178;1369;326;19.2;48.9;0.818
08/06/2004;17.00.00;2.4;752;189;7.6;383;288;1774;104;755;323;18.9;41.0;0.597
08/06/2004;18.00.00;5.0;1506;358;12.7;383;305;1847;112;957;398;23.7;35.9;1.254
08/06/2004;19.00.00;2.2;729;149;3.8;383;504;1588;47;551;650;15.3;47.6;0.863
08/06/2004;20.00.00;1.9;647;224;6.9;383;269;1841;201;1630;342;15.8;63.5;1.075
08/06/2004;21.00.00;1.6;647;7;2.7;383;280;1844;130;1069;329;16.8;47.4;1.037
08/06/2004;22.00.00;1.9;647;77;9.8;383;32;1888;202;1554;228;32.4;52.1;1.592
08/06/2004;23.00.00;4.1;1088;232;11.2;383;494;1639;96;675;549;24.9;65.7;1.175
09/06/2004;00.00.00;0.1;647;334;0.3;383;220;1836;135;1026;228;11.2;62.8;1.203
09/06/2004;01.00.00;4.3;1225;88;14.1;429;121;1821;160;1265;228;13.8;77.8;0.607
09/06/2004;02.00.00;0.2;647;225;0.1;383;277;1675;128;983;348;17.0;23.1;0.349
09/06/2004;03.00.00;1.8;647;182;1.2;383;552;1598;97;901;652;10.8;33.4;2.036
09/06/2004;04.00.00;1.5;647;308;5.3;383;572;1519;90;839;565;5.1;34.4;1.293
09/06/2004;05.00.00;3.0;850;102;8.0;383;97;1804;96;838;228;12.6;19.2;0.577
09/06/2004;06.00.00;0.1;647;258;0.6;383;425;1705;241;2027;461;10.7;35.8;1.452
09/06/2004;07.00.00;2.8;899;155;8.7;383;297;1836;83;561;463;30.6;60.3;1.022
09/06/2004;08.00.00;5.0;1319;239;16.5;524;397;1588;17;551;521;18.7;72.3;0.879
09/06/2004;09.00.00;0.2;647;224;3.9;383;288;1769;114;915;228;6.0;55.6;0.735
09/06/2004;10.00.00;2.4;669;194;6.6;383;340;1849;114;876;412;15.5;81.1;1.106
09/06/2004;11.00.00;1.2;647;263;3.0;383;448;1568;97;760;446;21.5;35.0;1.534
09/06/2004;12.00.00;2.7;859;222;5.5;383;2;2134;83;644;228;23.9;62.5;1.417
09/06/2004;13.00.00;2.2;647;205;6.6;383;301;1733;99;768;228;19.6;60.3;1.861
09/06/2004;14.00.00;1.3;647;184;4.8;383;67;1940;49;551;228;22.2;52.3;0.916
09/06/2004;15.00.00;2.8;827;225;8.1;383;175;1748;198;1479;291;16.9;47.3;1.016
09/06/2004;16.00.00;4.7;1148;239;15.8;383;246;1694;124;872;228;16.9;44.4;1.382
09/06/2004;17.00.00;1.9;647;124;5.7;383;91;1874;118;981;228;44.3;63.1;1.27
09/06/2004;18.00.00;3.2;794;184;7.5;383;157;1945;163;1082;356;13.2;57.1;1.896
09/06/2004;19.00.00;0.3;647;117;1.7;383;31;2161;243;2100;228;7.9;54.7;1.909
09/06/2004;20.00.00;0.8;647;214;2.2;383;155;2084;93;699;228;14.5;58.2;0.874
09/06/2004;21.00.00;2.8;692;161;9.2;383;324;1730;127;877;383;17.1;47.9;0.191
09/06/2004;22.00.00;4.2;1312;291;12.4;383;378;1668;151;1253;547;5.5;62.4;0.18
09/06/2004;23.00.00;2.6;826;281;7.2;383;128;1818;146;1158;259;22.0;37.3;1.177
10/06/2004;00.00.00;1.7;647;130;5.8;383;449;1729;156;1175;536;13.1;50.9;0.846
10/06/2004;01.00.00;2.1;647;217;6.4;383;334;1674;157;1210;327;-0.5;48.4;1.295
10/06/2004;02.00.00;0.4;647;278;4.7;383;465;1608;93;738;577;17.8;45.5;0.769
10/06/2004;03.00.00;3.0;884;201;11.2;383;2;2038;170;1449;228;11.5;50.4;1.661
10/06/2004;04.00.00;3.4;893;148;11.9;383;293;1801;107;649;361;26.1;39.1;0.493
10/06/2004;05.00.00;1.5;647;114;4.5;383;339;1679;126;1037;376;9.9;88.7;0.793
10/06/2004;06.00.00;1.5;647;299;0.7;383;2;1990;142;1271;228;13.7;69.1;0.794
10/06/2004;07.00.00;2.5;672;303;6.5;383;615;1460;78;565;589;20.8;68.9;1.213
10/06/2004;08.00.00;1.5;647;198;3.6;383;148;1814;133;1130;228;15.0;59.7;0.806
10/06/2004;09.00.00;2.1;647;290;6.0;383;329;1654;142;1195;485;10.4;65.3;0.84
10/06/2004;10.00.00;5.1;1451;7;16.2;383;387;1572;22;551;450;10.4;65.1;1.486
10/06/2004;11.00.00;1.8;647;344;7.1;383;261;1819;180;1461;323;27.6;44.5;1.438
10/06/2004;12.00.00;1.6;647;203;5.8;383;458;1614;73;645;421;13.7;44.3;1.14
10/06/2004;13.00.00;1.2;647;231;6.3;383;551;1468;126;1094;703;8.4;35.7;0.575
10/06/2004;14.00.00;3.2;836;187;9.6;383;76;1840;186;1540;228;16.0;61.1;1.165
10/06/2004;15.00.00;1.9;647;350;6.6;383;263;1689;144;1083;447;16.8;20.2;1.331
10/06/2004;16.00.00;1.2;647;117;4.7;383;386;1642;162;1245;273;22.6;55.7;0.951
10/06/2004;17.00.00;4.0;1085;358;13.3;407;2;2088;166;1351;228;7.7;43.4;0.689
10/06/2004;18.00.00;4.1;1195;255;15.8;465;408;1618;89;784;351;31.6;21.2;0.792
10/06/2004;19.00.00;1.3;647;277;5.8;383;507;1638;63;551;639;13.7;53.7;1.108
10/06/2004;20.00.00;0.1;647;186;0.1;383;442;1770;132;980;486;31.8;44.4;1.548
10/06/2004;21.00.00;3.6;948;93;11.2;383;313;1763;147;1158;415;19.6;55.9;0.639
10/06/2004;22.00.00;1.2;647;306;3.8;383;481;1553;165;1216;612;22.5;40.2;1.17
10/06/2004;23.00.00;3.3;887;247;14.7;441;300;1752;150;1250;367;24.6;24.4;1.417
